iter	Passed	Remaining
3230	19147	40114
3231	19151	40104
3232	19156	40096
3233	19160	40086
3234	19164	40077
3235	19168	40066
3236	19174	40060
3237	19178	40050
3238	19183	40042
3239	19187	40033
3240	19191	40023
3241	19195	40012
3242	19199	40002
3243	19206	40000
3244	19216	40001
3245	19224	40000
3246	19232	39998
3247	19235	39986
3248	19241	39980
3249	19247	39975
3250	19255	39974
3251	19263	39971
3252	19271	39970
3253	19277	39965
3254	19281	39956
3255	19285	39945
3256	19289	39936
3257	19294	39926
3258	19298	39917
3259	19303	39908
3260	19306	39898
3261	19311	39890
3262	19315	39880
3263	19319	39870
3264	19323	39859
3265	19327	39850
3266	19331	39841
3267	19335	39831
3268	19339	39821
3269	19343	39810
3270	19347	39801
3271	19351	39791
3272	19355	39781
3273	19359	39771
3274	19363	39761
3275	19367	39751
3276	19371	39742
3277	19375	39732
3278	19380	39723
3279	19384	39713
3280	19388	39703
3281	19391	39693
3282	19395	39683
3283	19400	39674
3284	19408	39673
3285	19417	39675
3286	19425	39672
3287	19434	39672
3288	19440	39667
3289	19447	39662
3290	19453	39658
3291	19463	39661
3292	19470	39656
3293	19477	39651
3294	19481	39642
3295	19486	39634
3296	19490	39625
3297	19495	39617
3298	19499	39608
3299	19503	39598
3300	19507	39588
3301	19511	39578
3302	19515	39569
3303	19520	39559
3304	19523	39549
3305	19527	39539
3306	19531	39529
3307	19535	39519
3308	19539	39510
3309	19543	39500
3310	19551	39499
3311	19558	39494
3312	19563	39487
3313	19569	39482
3314	19578	39482
3315	19587	39481
3316	19595	39480
3317	19603	39479
3318	19611	39476
3319	19616	39468
3320	19622	39463
3321	19628	39458
3322	19635	39454
3323	19643	39452
3324	19652	39452
3325	19660	39450
3326	19667	39447
3327	19673	39441
3328	19681	39439
3329	19685	39429
3330	19689	39420
3331	19693	39410
3332	19697	39400
3333	19701	39392
3334	19706	39383
3335	19710	39374
3336	19714	39364
3337	19718	39354
3338	19722	39344
3339	19726	39334
3340	19730	39324
3341	19734	39314
3342	19737	39304
3343	19741	39294
3344	19745	39284
3345	19749	39274
3346	19752	39263
3347	19757	39255
3348	19761	39246
3349	19765	39236
3350	19769	39227
3351	19773	39217
3352	19778	39208
3353	19782	39198
3354	19786	39189
3355	19790	39179
3356	19794	39169
3357	19798	39161
3358	19807	39161
3359	19816	39161
3360	19824	39159
3361	19832	39158
3362	19839	39153
3363	19844	39146
3364	19850	39140
3365	19858	39139
3366	19866	39136
3367	19871	39129
3368	19878	39125
3369	19882	39116
3370	19886	39106
3371	19890	39097
3372	19896	39091
3373	19900	39081
3374	19904	39072
3375	19909	39063
3376	19913	39053
3377	19916	39042
3378	19920	39033
3379	19924	39024
3380	19928	39014
3381	19933	39007
3382	19938	38998
3383	19942	38989
3384	19946	38980
3385	19950	38970
3386	19955	38961
3387	19959	38951
3388	19963	38943
3389	19967	38933
3390	19970	38922
3391	19975	38914
3392	19979	38903
3393	19983	38894
3394	19987	38885
3395	19992	38877
3396	19999	38874
3397	20008	38874
3398	20016	38873
3399	20025	38872
3400	20032	38868
3401	20038	38864
3402	20046	38860
3403	20054	38859
3404	20061	38856
3405	20068	38851
3406	20073	38845
3407	20077	38835
3408	20081	38825
3409	20085	38816
3410	20092	38813
3411	20102	38813
3412	20111	38813
3413	20118	38811
3414	20124	38805
3415	20128	38795
3416	20134	38790
3417	20141	38786
3418	20145	38777
3419	20149	38767
3420	20155	38760
3421	20159	38751
3422	20162	38741
3423	20167	38732
3424	20171	38723
3425	20175	38713
3426	20179	38704
3427	20183	38694
3428	20187	38684
3429	20191	38676
3430	20198	38671
3431	20207	38671
3432	20216	38671
3433	20224	38670
3434	20230	38664
3435	20235	38658
3436	20242	38653
3437	20252	38655
3438	20258	38650
3439	20265	38644
3440	20270	38638
3441	20276	38632
3442	20280	38623
3443	20284	38613
3444	20288	38603
3445	20292	38594
3446	20296	38585
3447	20301	38576
3448	20305	38568
3449	20309	38559
3450	20314	38550
3451	20318	38541
3452	20322	38532
3453	20326	38523
3454	20331	38514
3455	20334	38504
3456	20338	38494
3457	20342	38485
3458	20347	38476
3459	20351	38467
3460	20355	38457
3461	20359	38448
3462	20362	38438
3463	20366	38428
3464	20370	38419
3465	20374	38410
3466	20379	38401
3467	20383	38391
3468	20386	38381
3469	20391	38372
3470	20398	38369
3471	20407	38370
3472	20415	38368
3473	20424	38368
3474	20430	38363
3475	20436	38356
3476	20443	38352
3477	20451	38350
3478	20457	38346
3479	20465	38342
3480	20471	38338
3481	20475	38329
3482	20479	38319
3483	20484	38311
3484	20488	38302
3485	20493	38294
3486	20497	38284
3487	20501	38274
3488	20505	38265
3489	20509	38256
3490	20517	38255
3491	20522	38248
3492	20528	38241
3493	20534	38235
3494	20539	38227
3495	20542	38218
3496	20546	38208
3497	20550	38199
3498	20554	38190
3499	20558	38180
3500	20562	38170
3501	20566	38161
3502	20571	38153
3503	20575	38144
3504	20579	38134
3505	20583	38126
3506	20592	38124
3507	20600	38122
3508	20608	38122
3509	20616	38120
3510	20623	38115
3511	20629	38109
3512	20635	38105
3513	20644	38104
3514	20651	38101
3515	20660	38100
3516	20668	38098
3517	20675	38095
3518	20681	38089
3519	20687	38084
3520	20694	38079
3521	20699	38072
3522	20703	38063
3523	20707	38053
3524	20711	38044
3525	20716	38036
3526	20724	38035
3527	20728	38025
3528	20732	38017
3529	20741	38015
3530	20745	38006
3531	20751	38001
3532	20757	37996
3533	20763	37990
3534	20767	37980
3535	20771	37971
3536	20774	37961
3537	20778	37951
3538	20782	37942
3539	20786	37933
3540	20790	37923
3541	20795	37915
3542	20804	37914
3543	20812	37913
3544	20820	37910
3545	20829	37911
3546	20836	37907
3547	20842	37901
3548	20848	37896
3549	20857	37895
3550	20865	37893
3551	20870	37886
3552	20877	37882
3553	20881	37872
3554	20887	37867
3555	20897	37868
3556	20904	37865
3557	20911	37861
3558	20919	37859
3559	20926	37856
3560	20935	37855
3561	20943	37853
3562	20951	37851
3563	20958	37847
3564	20966	37845
3565	20971	37838
3566	20979	37835
3567	20983	37827
3568	20989	37821
3569	20997	37818
3570	21001	37810
3571	21010	37808
3572	21018	37807
3573	21026	37804
3574	21033	37800
3575	21041	37798
3576	21049	37797
3577	21057	37795
3578	21068	37799
3579	21077	37798
3580	21083	37793
3581	21093	37794
3582	21097	37784
3583	21105	37781
3584	21113	37781
3585	21122	37781
3586	21131	37780
3587	21138	37775
3588	21145	37771
3589	21155	37773
3590	21164	37772
3591	21173	37771
3592	21179	37766
3593	21187	37764
3594	21193	37758
3595	21197	37749
3596	21206	37749
3597	21214	37747
3598	21223	37747
3599	21228	37740
3600	21239	37742
3601	21248	37741
3602	21255	37737
3603	21264	37738
3604	21274	37738
3605	21280	37732
3606	21283	37723
3607	21287	37712
3608	21291	37704
3609	21295	37695
3610	21300	37686
3611	21303	37676
3612	21308	37668
3613	21313	37661
3614	21318	37653
3615	21322	37644
3616	21331	37644
3617	21340	37643
3618	21348	37641
3619	21353	37634
3620	21358	37626
3621	21367	37625
3622	21371	37617
3623	21377	37611
3624	21384	37607
3625	21388	37598
3626	21398	37599
3627	21407	37598
3628	21416	37597
3629	21421	37591
3630	21431	37592
3631	21440	37592
3632	21447	37587
3633	21456	37587
3634	21464	37585
3635	21472	37582
3636	21484	37588
3637	21493	37586
3638	21498	37579
3639	21505	37575
3640	21509	37566
3641	21514	37558
3642	21518	37549
3643	21522	37540
3644	21527	37531
3645	21531	37522
3646	21535	37514
3647	21539	37505
3648	21543	37496
3649	21547	37486
3650	21551	37478
3651	21555	37469
3652	21559	37459
3653	21563	37450
3654	21573	37450
3655	21581	37448
3656	21588	37445
3657	21597	37443
3658	21603	37439
3659	21614	37442
3660	21624	37441
3661	21632	37439
3662	21640	37438
3663	21646	37431
3664	21653	37427
3665	21659	37422
3666	21665	37416
3667	21669	37408
3668	21674	37399
3669	21678	37390
3670	21682	37381
3671	21686	37373
3672	21690	37363
3673	21695	37355
3674	21699	37346
3675	21703	37337
3676	21707	37328
3677	21712	37320
3678	21716	37311
3679	21720	37302
3680	21724	37293
3681	21728	37284
3682	21732	37275
3683	21736	37266
3684	21740	37257
3685	21744	37248
3686	21749	37239
3687	21753	37230
3688	21757	37221
3689	21761	37212
3690	21766	37204
3691	21773	37201
3692	21782	37201
3693	21791	37200
3694	21800	37199
3695	21807	37194
3696	21817	37196
3697	21825	37193
3698	21833	37191
3699	21843	37192
3700	21850	37188
3701	21861	37191
3702	21870	37190
3703	21877	37187
3704	21884	37183
3705	21892	37179
3706	21898	37175
3707	21903	37167
3708	21911	37165
3709	21916	37156
3710	21927	37160
3711	21938	37162
3712	21948	37163
3713	21959	37166
3714	21971	37171
3715	21981	37171
3716	21988	37168
3717	21999	37171
3718	22008	37170
3719	22014	37164
3720	22026	37168
3721	22035	37168
3722	22044	37166
3723	22052	37164
3724	22061	37164
3725	22066	37155
3726	22070	37147
3727	22079	37146
3728	22083	37137
3729	22091	37135
3730	22098	37131
3731	22106	37128
3732	22115	37128
3733	22123	37124
3734	22128	37118
3735	22139	37119
3736	22144	37113
3737	22149	37105
3738	22159	37105
3739	22166	37102
3740	22173	37098
3741	22180	37094
3742	22188	37090
3743	22196	37088
3744	22204	37086
3745	22210	37081
3746	22216	37075
3747	22220	37066
3748	22224	37057
3749	22228	37048
3750	22235	37042
3751	22239	37034
3752	22243	37025
3753	22247	37016
3754	22252	37007
3755	22256	36998
3756	22259	36989
3757	22264	36980
3758	22268	36971
3759	22272	36962
3760	22277	36955
3761	22281	36946
3762	22285	36937
3763	22290	36928
3764	22294	36920
3765	22297	36910
3766	22301	36901
3767	22305	36891
3768	22309	36883
3769	22313	36874
3770	22317	36864
3771	22322	36856
3772	22326	36847
3773	22330	36839
3774	22334	36830
3775	22339	36821
3776	22343	36812
3777	22350	36809
3778	22359	36808
3779	22368	36807
3780	22375	36803
3781	22383	36800
3782	22392	36799
3783	22401	36799
3784	22414	36805
3785	22423	36803
3786	22433	36805
3787	22441	36801
3788	22449	36800
3789	22454	36791
3790	22457	36782
3791	22461	36772
3792	22469	36770
3793	22474	36761
3794	22482	36759
3795	22486	36750
3796	22495	36749
3797	22500	36742
3798	22504	36733
3799	22512	36731
3800	22516	36722
3801	22520	36713
3802	22524	36704
3803	22529	36696
3804	22538	36695
3805	22546	36692
3806	22554	36690
3807	22562	36688
3808	22570	36684
3809	22578	36682
3810	22585	36678
3811	22592	36674
3812	22600	36672
3813	22611	36673
3814	22622	36675
3815	22634	36679
3816	22646	36683
3817	22655	36683
3818	22661	36677
3819	22665	36668
3820	22671	36661
3821	22676	36654
3822	22680	36645
3823	22684	36637
3824	22688	36627
3825	22692	36619
3826	22696	36609
3827	22703	36606
3828	22709	36600
3829	22714	36592
3830	22717	36581
3831	22721	36573
3832	22725	36564
3833	22731	36557
3834	22737	36551
3835	22740	36541
3836	22745	36533
3837	22753	36531
3838	22760	36527
3839	22768	36523
3840	22775	36519
3841	22781	36514
3842	22788	36510
3843	22795	36506
3844	22801	36500
3845	22805	36490
3846	22809	36482
3847	22813	36473
3848	22818	36465
3849	22822	36456
3850	22826	36447
3851	22830	36438
3852	22834	36429
3853	22838	36421
3854	22842	36412
3855	22846	36402
3856	22850	36393
3857	22854	36384
3858	22858	36376
3859	22862	36367
3860	22867	36358
3861	22871	36349
3862	22875	36341
3863	22883	36338
3864	22890	36334
3865	22896	36328
3866	22902	36323
3867	22908	36317
3868	22912	36308
3869	22916	36299
3870	22920	36290
3871	22924	36281
3872	22930	36275
3873	22936	36269
3874	22945	36268
3875	22954	36268
3876	22961	36263
3877	22969	36260
3878	22975	36254
3879	22980	36248
3880	22987	36244
3881	22992	36236
3882	22997	36228
3883	23001	36218
3884	23005	36210
3885	23010	36203
3886	23014	36193
3887	23018	36184
3888	23022	36175
3889	23026	36167
3890	23029	36157
3891	23034	36149
3892	23038	36140
3893	23042	36132
3894	23046	36123
3895	23051	36114
3896	23054	36105
3897	23059	36097
3898	23063	36089
3899	23067	36080
3900	23071	36071
3901	23075	36062
3902	23080	36055
3903	23085	36046
3904	23089	36037
3905	23093	36029
3906	23097	36019
3907	23105	36017
3908	23114	36017
3909	23122	36015
3910	23131	36012
3911	23139	36010
3912	23149	36011
3913	23159	36011
3914	23167	36009
3915	23174	36004
3916	23180	35998
3917	23187	35994
3918	23191	35984
3919	23196	35977
3920	23202	35971
3921	23206	35962
3922	23210	35953
3923	23214	35945
3924	23218	35936
3925	23222	35927
3926	23226	35919
3927	23230	35910
3928	23234	35901
3929	23238	35892
3930	23242	35883
3931	23246	35875
3932	23251	35867
3933	23255	35858
3934	23259	35849
3935	23263	35840
3936	23267	35831
3937	23271	35823
3938	23275	35814
3939	23279	35805
3940	23283	35797
3941	23288	35789
3942	23292	35780
3943	23296	35772
3944	23300	35763
3945	23305	35754
3946	23309	35746
3947	23313	35737
3948	23317	35729
3949	23321	35720
3950	23325	35712
3951	23334	35710
3952	23342	35708
3953	23350	35705
3954	23356	35699
3955	23366	35699
3956	23373	35695
3957	23380	35690
3958	23390	35691
3959	23399	35690
3960	23409	35690
3961	23417	35687
3962	23426	35686
3963	23431	35679
3964	23436	35671
3965	23444	35669
3966	23451	35665
3967	23459	35662
3968	23468	35660
3969	23476	35658
3970	23486	35658
3971	23494	35655
3972	23503	35655
3973	23513	35654
3974	23519	35649
3975	23529	35650
3976	23538	35647
3977	23547	35646
3978	23555	35644
3979	23562	35640
3980	23571	35637
3981	23582	35639
3982	23589	35635
3983	23599	35636
3984	23605	35629
3985	23609	35621
3986	23619	35621
3987	23626	35618
3988	23635	35615
3989	23642	35611
3990	23648	35606
3991	23655	35601
3992	23662	35597
3993	23667	35590
3994	23672	35582
3995	23676	35573
3996	23681	35566
3997	23685	35557
3998	23689	35548
3999	23693	35540
4000	23697	35531
4001	23701	35522
4002	23705	35513
4003	23709	35505
4004	23713	35495
4005	23717	35487
4006	23721	35479
4007	23728	35473
4008	23737	35472
4009	23746	35471
4010	23755	35469
4011	23762	35465
4012	23772	35466
4013	23779	35462
4014	23786	35457
4015	23791	35450
4016	23797	35444
4017	23802	35436
4018	23812	35436
4019	23819	35433
4020	23828	35432
4021	23837	35430
4022	23846	35428
4023	23855	35426
4024	23861	35422
4025	23871	35421
4026	23880	35420
4027	23888	35417
4028	23896	35414
4029	23900	35406
4030	23906	35400
4031	23914	35396
4032	23919	35389
4033	23929	35389
4034	23934	35382
4035	23944	35382
4036	23952	35380
4037	23961	35378
4038	23968	35374
4039	23977	35372
4040	23986	35370
4041	23992	35365
4042	24002	35365
4043	24010	35361
4044	24019	35360
4045	24027	35358
4046	24031	35349
4047	24040	35347
4048	24044	35338
4049	24049	35332
4050	24057	35329
4051	24061	35319
4052	24068	35315
4053	24075	35311
4054	24080	35304
4055	24088	35301
4056	24093	35293
4057	24098	35285
4058	24106	35283
4059	24111	35275
4060	24118	35271
4061	24124	35265
4062	24130	35259
4063	24138	35258
4064	24148	35257
4065	24158	35257
4066	24168	35257
4067	24178	35257
4068	24187	35255
4069	24201	35261
4070	24211	35261
4071	24227	35270
4072	24240	35274
4073	24251	35276
4074	24260	35274
4075	24271	35275
4076	24282	35276
4077	24290	35273
4078	24301	35275
4079	24308	35271
4080	24319	35272
4081	24329	35272
4082	24341	35274
4083	24351	35274
4084	24359	35272
4085	24371	35275
4086	24381	35274
4087	24389	35271
4088	24396	35267
4089	24403	35262
4090	24411	35259
4091	24417	35253
4092	24422	35247
4093	24429	35242
4094	24435	35235
4095	24442	35231
4096	24452	35231
4097	24465	35235
4098	24475	35236
4099	24485	35235
4100	24495	35235
4101	24506	35236
4102	24516	35236
4103	24527	35237
4104	24538	35238
4105	24549	35239
4106	24560	35241
4107	24573	35244
4108	24584	35246
4109	24594	35246
4110	24605	35247
4111	24615	35247
4112	24632	35256
4113	24647	35263
4114	24658	35265
4115	24668	35265
4116	24677	35263
4117	24683	35257
4118	24691	35254
4119	24697	35247
4120	24704	35242
4121	24710	35236
4122	24717	35233
4123	24728	35234
4124	24738	35233
4125	24747	35232
4126	24758	35233
4127	24768	35232
4128	24777	35230
4129	24785	35227
4130	24791	35222
4131	24799	35218
4132	24805	35212
4133	24811	35206
4134	24817	35200
4135	24823	35194
4136	24829	35188
4137	24835	35182
4138	24842	35177
4139	24848	35172
4140	24854	35165
4141	24860	35160
4142	24867	35155
4143	24873	35149
4144	24880	35144
4145	24886	35139
4146	24892	35132
4147	24898	35126
4148	24905	35122
4149	24911	35116
4150	24921	35116
4151	24931	35115
4152	24941	35115
4153	24951	35114
4154	24962	35116
4155	24972	35116
4156	24983	35116
4157	24994	35116
4158	25003	35115
4159	25015	35118
4160	25026	35119
4161	25034	35116
4162	25045	35116
4163	25052	35112
4164	25062	35112
4165	25070	35108
4166	25079	35106
4167	25090	35106
4168	25100	35106
4169	25111	35107
4170	25120	35105
4171	25131	35107
4172	25145	35111
4173	25156	35112
4174	25167	35113
4175	25178	35115
4176	25190	35117
4177	25201	35118
4178	25213	35120
4179	25223	35120
4180	25232	35117
4181	25238	35112
4182	25248	35111
4183	25254	35105
4184	25264	35103
4185	25270	35098
4186	25280	35097
4187	25288	35094
4188	25297	35093
4189	25304	35087
4190	25313	35086
4191	25321	35082
4192	25329	35080
4193	25337	35076
4194	25347	35076
4195	25358	35076
4196	25367	35074
4197	25377	35073
4198	25389	35076
4199	25399	35075
4200	25413	35079
4201	25423	35080
4202	25432	35077
4203	25442	35077
4204	25449	35072
4205	25459	35072
4206	25466	35066
4207	25475	35064
4208	25482	35060
4209	25492	35059
4210	25498	35053
4211	25508	35052
4212	25515	35048
4213	25526	35049
4214	25537	35049
4215	25547	35049
4216	25556	35046
4217	25563	35042
4218	25572	35040
4219	25581	35038
4220	25588	35033
4221	25601	35036
4222	25612	35036
4223	25621	35035
4224	25630	35033
4225	25636	35027
4226	25647	35028
4227	25655	35024
4228	25665	35024
4229	25674	35021
4230	25681	35017
4231	25687	35011
4232	25693	35004
4233	25701	35001
4234	25705	34992
4235	25714	34989
4236	25719	34982
4237	25727	34979
4238	25735	34976
4239	25740	34968
4240	25749	34965
4241	25757	34963
4242	25765	34959
4243	25772	34954
4244	25782	34954
4245	25790	34950
4246	25797	34944
4247	25809	34947
4248	25817	34944
4249	25826	34942
4250	25832	34936
4251	25836	34927
4252	25845	34923
4253	25849	34915
4254	25854	34907
4255	25863	34905
4256	25866	34896
4257	25874	34892
4258	25880	34886
4259	25885	34878
4260	25894	34876
4261	25899	34869
4262	25907	34864
4263	25913	34859
4264	25917	34850
4265	25927	34849
4266	25932	34842
4267	25941	34839
4268	25950	34837
4269	25957	34833
4270	25965	34829
4271	25973	34825
4272	25984	34825
4273	25990	34819
4274	25999	34817
4275	26008	34815
4276	26017	34813
4277	26026	34811
4278	26033	34806
4279	26038	34799
4280	26049	34799
4281	26059	34798
4282	26064	34791
4283	26074	34789
4284	26079	34782
4285	26086	34778
4286	26091	34770
4287	26095	34761
4288	26103	34758
4289	26108	34750
4290	26115	34745
4291	26124	34742
4292	26132	34739
4293	26140	34736
4294	26148	34732
4295	26156	34729
4296	26167	34729
4297	26178	34730
4298	26187	34728
4299	26194	34723
4300	26205	34724
4301	26214	34721
4302	26221	34716
4303	26233	34717
4304	26243	34717
4305	26252	34714
4306	26257	34706
4307	26266	34704
4308	26270	34696
4309	26278	34692
4310	26283	34685
4311	26288	34677
4312	26296	34674
4313	26302	34667
4314	26306	34658
4315	26313	34654
4316	26318	34646
4317	26326	34643
4318	26335	34639
4319	26343	34637
4320	26353	34635
4321	26359	34629
4322	26370	34630
4323	26378	34626
4324	26387	34624
4325	26397	34622
4326	26404	34618
4327	26415	34618
4328	26424	34616
4329	26430	34610
4330	26434	34601
4331	26443	34598
4332	26448	34590
4333	26454	34584
4334	26461	34580
4335	26466	34571
4336	26473	34567
4337	26478	34559
4338	26482	34550
4339	26486	34542
4340	26490	34533
4341	26494	34524
4342	26498	34515
4343	26502	34506
4344	26511	34503
4345	26516	34497
4346	26524	34492
4347	26531	34488
4348	26540	34486
4349	26549	34483
4350	26557	34479
4351	26564	34475
4352	26571	34470
4353	26579	34467
4354	26588	34463
4355	26596	34460
4356	26606	34459
4357	26616	34458
4358	26624	34454
4359	26628	34446
4360	26637	34443
4361	26646	34440
4362	26652	34435
4363	26662	34433
4364	26669	34428
4365	26679	34427
4366	26686	34423
4367	26697	34423
4368	26704	34418
4369	26709	34410
4370	26718	34408
4371	26724	34402
4372	26732	34398
4373	26741	34395
4374	26749	34392
4375	26757	34388
4376	26764	34383
4377	26773	34381
4378	26781	34377
4379	26791	34375
4380	26799	34373
4381	26809	34371
4382	26818	34368
4383	26822	34360
4384	26831	34357
4385	26834	34348
4386	26839	34340
4387	26847	34336
4388	26851	34327
4389	26859	34323
4390	26864	34316
4391	26869	34308
4392	26878	34306
4393	26881	34296
4394	26887	34290
4395	26895	34285
4396	26899	34277
4397	26905	34271
4398	26913	34267
4399	26921	34263
4400	26932	34263
4401	26943	34264
4402	26952	34261
4403	26962	34259
4404	26971	34257
4405	26979	34254
4406	26989	34252
4407	27000	34252
4408	27008	34248
4409	27016	34244
4410	27026	34243
4411	27036	34242
4412	27045	34240
4413	27049	34231
4414	27053	34223
4415	27058	34214
4416	27062	34206
4417	27066	34198
4418	27070	34189
4419	27074	34179
4420	27078	34171
4421	27083	34163
4422	27087	34154
4423	27091	34145
4424	27095	34137
4425	27099	34128
4426	27103	34119
4427	27107	34111
4428	27115	34107
4429	27125	34105
4430	27133	34101
4431	27140	34097
4432	27149	34094
4433	27159	34093
4434	27167	34089
4435	27174	34085
4436	27182	34080
4437	27187	34073
4438	27193	34067
4439	27199	34060
4440	27203	34052
4441	27207	34043
4442	27214	34037
4443	27218	34029
4444	27222	34020
4445	27226	34011
4446	27230	34003
4447	27234	33994
4448	27238	33985
4449	27243	33977
4450	27247	33968
4451	27250	33959
4452	27254	33950
4453	27258	33941
4454	27263	33933
4455	27267	33925
4456	27271	33916
4457	27276	33908
4458	27280	33899
4459	27283	33890
4460	27287	33881
4461	27291	33872
4462	27295	33864
4463	27300	33856
4464	27304	33847
4465	27308	33839
4466	27317	33836
4467	27326	33834
4468	27334	33830
4469	27342	33826
4470	27349	33821
4471	27357	33817
4472	27364	33811
4473	27371	33807
4474	27378	33801
4475	27387	33799
4476	27393	33794
4477	27403	33792
4478	27412	33789
4479	27418	33783
4480	27427	33780
4481	27432	33773
4482	27439	33768
4483	27445	33762
4484	27449	33753
4485	27458	33751
4486	27463	33743
4487	27467	33734
4488	27476	33731
4489	27480	33722
4490	27488	33719
4491	27496	33715
4492	27503	33710
4493	27515	33711
4494	27524	33709
4495	27534	33707
4496	27541	33703
4497	27550	33700
4498	27557	33694
4499	27568	33695
4500	27576	33690
4501	27587	33690
4502	27597	33689
4503	27607	33687
4504	27617	33687
4505	27626	33684
4506	27635	33681
4507	27642	33676
4508	27649	33671
4509	27658	33668
4510	27667	33665
4511	27675	33661
4512	27682	33657
4513	27690	33652
4514	27700	33652
4515	27711	33651
4516	27720	33648
4517	27730	33646
4518	27738	33642
4519	27746	33640
4520	27753	33635
4521	27765	33635
4522	27773	33631
4523	27783	33630
4524	27792	33627
4525	27800	33623
4526	27810	33621
4527	27818	33618
4528	27823	33610
4529	27833	33608
4530	27837	33600
4531	27847	33598
4532	27851	33590
4533	27857	33583
4534	27864	33578
4535	27868	33569
4536	27875	33565
4537	27881	33558
4538	27886	33550
4539	27890	33541
4540	27895	33534
4541	27903	33530
4542	27908	33523
4543	27917	33520
4544	27926	33517
4545	27934	33513
4546	27943	33510
4547	27951	33506
4548	27960	33505
4549	27968	33500
4550	27980	33501
4551	27986	33495
4552	27995	33492
4553	28003	33488
4554	28012	33485
4555	28017	33478
4556	28026	33475
4557	28031	33467
4558	28039	33464
4559	28044	33456
4560	28049	33449
4561	28058	33446
4562	28062	33437
4563	28068	33431
4564	28075	33426
4565	28080	33418
4566	28089	33415
4567	28093	33406
4568	28099	33400
4569	28107	33396
4570	28112	33389
4571	28120	33384
4572	28128	33381
4573	28135	33376
4574	28143	33372
4575	28151	33368
4576	28160	33365
4577	28167	33360
4578	28177	33358
4579	28188	33358
4580	28197	33356
4581	28207	33353
4582	28213	33348
4583	28223	33346
4584	28233	33344
4585	28244	33343
4586	28254	33341
4587	28259	33334
4588	28269	33333
4589	28273	33324
4590	28281	33320
4591	28287	33314
4592	28291	33305
4593	28296	33297
4594	28300	33288
4595	28305	33281
4596	28314	33278
4597	28323	33275
4598	28331	33272
4599	28337	33266
4600	28346	33262
4601	28353	33258
4602	28360	33252
4603	28366	33246
4604	28372	33240
4605	28377	33232
4606	28381	33224
4607	28385	33215
4608	28390	33207
4609	28394	33198
4610	28398	33189
4611	28402	33180
4612	28406	33172
4613	28410	33163
4614	28413	33154
4615	28418	33146
4616	28422	33138
4617	28427	33130
4618	28431	33121
4619	28435	33113
4620	28439	33104
4621	28447	33100
4622	28453	33094
4623	28460	33089
4624	28467	33084
4625	28471	33074
4626	28475	33066
4627	28478	33057
4628	28482	33048
4629	28486	33039
4630	28490	33030
4631	28494	33022
4632	28498	33013
4633	28505	33008
4634	28513	33004
4635	28521	33000
4636	28530	32996
4637	28535	32990
4638	28544	32987
4639	28552	32982
4640	28558	32976
4641	28563	32969
4642	28569	32962
4643	28573	32954
4644	28577	32945
4645	28582	32938
4646	28587	32930
4647	28591	32921
4648	28594	32912
4649	28599	32905
4650	28603	32896
4651	28608	32888
4652	28612	32880
4653	28616	32871
4654	28620	32863
4655	28625	32854
4656	28630	32847
4657	28634	32839
4658	28638	32831
4659	28643	32823
4660	28647	32814
4661	28652	32807
4662	28656	32798
4663	28660	32790
4664	28665	32781
4665	28669	32773
4666	28678	32771
4667	28688	32769
4668	28698	32767
4669	28706	32762
4670	28712	32757
4671	28722	32755
4672	28733	32754
4673	28741	32750
4674	28749	32746
4675	28759	32744
4676	28770	32743
4677	28779	32741
4678	28791	32742
4679	28801	32740
4680	28807	32734
4681	28817	32731
4682	28823	32725
4683	28832	32722
4684	28837	32715
4685	28846	32712
4686	28853	32707
4687	28862	32704
4688	28869	32698
4689	28875	32692
4690	28884	32689
4691	28889	32682
4692	28898	32679
4693	28903	32672
4694	28912	32668
4695	28921	32666
4696	28929	32662
4697	28938	32659
4698	28945	32653
4699	28955	32652
4700	28963	32648
4701	28971	32643
4702	28978	32638
4703	28982	32630
4704	28988	32623
4705	28992	32615
4706	28997	32607
4707	29000	32598
4708	29005	32589
4709	29008	32581
4710	29012	32572
4711	29016	32563
4712	29020	32555
4713	29024	32546
4714	29029	32538
4715	29032	32529
4716	29036	32521
4717	29040	32512
4718	29045	32504
4719	29049	32496
4720	29053	32487
4721	29057	32479
4722	29061	32470
4723	29066	32462
4724	29070	32454
4725	29075	32446
4726	29079	32437
4727	29083	32430
4728	29087	32421
4729	29091	32413
4730	29096	32404
4731	29103	32400
4732	29111	32395
4733	29120	32392
4734	29128	32388
4735	29135	32384
4736	29141	32377
4737	29151	32375
4738	29159	32371
4739	29166	32366
4740	29177	32365
4741	29186	32362
4742	29194	32358
4743	29205	32357
4744	29214	32354
4745	29223	32351
4746	29231	32347
4747	29237	32341
4748	29248	32340
4749	29258	32338
4750	29268	32336
4751	29279	32335
4752	29289	32333
4753	29298	32330
4754	29307	32328
4755	29315	32323
4756	29325	32321
4757	29334	32318
4758	29342	32314
4759	29351	32311
4760	29363	32311
4761	29370	32305
4762	29380	32304
4763	29391	32303
4764	29398	32298
4765	29409	32297
4766	29419	32295
4767	29426	32290
4768	29433	32285
4769	29440	32279
4770	29449	32276
4771	29456	32270
4772	29460	32262
4773	29464	32254
4774	29468	32245
4775	29472	32237
4776	29477	32229
4777	29481	32220
4778	29486	32213
4779	29490	32204
4780	29494	32196
4781	29499	32188
4782	29502	32179
4783	29511	32176
